"id","station","temperature","QFE","QNH","dewpoint","ceiling","humidity","createTime"
"4064995","EDNG","-4.61","969.12","1030.43","-4.86","1893.96","98.11","2022-01-15 00:00:32"
"4064996","EDNG","-4.70","969.11","1030.42","-4.96","1896.04","98.07","2022-01-15 00:02:05"
"4064997","EDNG","-4.72","969.06","1030.36","-4.98","1896.02","98.07","2022-01-15 00:03:06"
"4064998","EDNG","-4.73","969.03","1030.33","-4.99","1896.01","98.07","2022-01-15 00:04:07"
"4064999","EDNG","-4.73","969.04","1030.34","-4.99","1896.01","98.07","2022-01-15 00:05:08"
"4065000","EDNG","-4.74","969.03","1030.33","-5.00","1895.47","98.08","2022-01-15 00:06:09"
"4065001","EDNG","-4.74","969.07","1030.37","-4.99","1894.93","98.09","2022-01-15 00:07:10"
"4065002","EDNG","-4.74","969.03","1030.33","-4.99","1894.39","98.10","2022-01-15 00:08:11"
"4065003","EDNG","-4.74","969.04","1030.34","-4.99","1894.39","98.10","2022-01-15 00:09:12"
"4065004","EDNG","-4.75","969.05","1030.35","-5.00","1894.38","98.10","2022-01-15 00:10:13"
"4065005","EDNG","-4.76","969.05","1030.35","-5.01","1894.37","98.10","2022-01-15 00:11:14"
"4065006","EDNG","-4.76","969.05","1030.35","-5.01","1893.83","98.11","2022-01-15 00:12:16"
"4065007","EDNG","-4.77","969.03","1030.33","-5.02","1893.83","98.11","2022-01-15 00:13:17"
"4065008","EDNG","-4.79","969.03","1030.33","-5.04","1894.35","98.10","2022-01-15 00:14:18"
"4065009","EDNG","-4.81","969.02","1030.32","-5.06","1894.87","98.09","2022-01-15 00:15:19"
"4065010","EDNG","-4.85","969.03","1030.33","-5.11","1895.37","98.08","2022-01-15 00:16:20"
"4065011","EDNG","-4.91","969.12","1030.43","-5.17","1896.40","98.06","2022-01-15 00:17:21"
"4065012","EDNG","-4.96","969.10","1030.40","-5.22","1896.89","98.05","2022-01-15 00:18:22"
"4065013","EDNG","-5.00","969.07","1030.37","-5.26","1896.86","98.05","2022-01-15 00:19:23"
"4065014","EDNG","-5.00","968.97","1030.27","-5.26","1896.86","98.05","2022-01-15 00:20:24"
"4065015","EDNG","-4.97","968.98","1030.28","-5.23","1896.35","98.06","2022-01-15 00:21:25"
"4065016","EDNG","-4.91","968.93","1030.23","-5.17","1895.86","98.07","2022-01-15 00:22:27"
"4065017","EDNG","-4.84","968.92","1030.22","-5.09","1894.84","98.09","2022-01-15 00:23:28"
"4065018","EDNG","-4.78","968.92","1030.22","-5.03","1894.36","98.10","2022-01-15 00:24:29"
"4065019","EDNG","-4.73","968.92","1030.22","-4.98","1893.86","98.11","2022-01-15 00:25:30"
"4065020","EDNG","-4.70","968.97","1030.27","-4.95","1893.35","98.12","2022-01-15 00:26:31"
"4065021","EDNG","-4.69","968.93","1030.23","-4.94","1893.36","98.12","2022-01-15 00:27:32"
"4065022","EDNG","-4.70","968.96","1030.26","-4.95","1893.89","98.11","2022-01-15 00:28:33"
"4065023","EDNG","-4.72","968.93","1030.23","-4.97","1893.87","98.11","2022-01-15 00:29:34"
"4065024","EDNG","-4.76","968.94","1030.24","-5.01","1894.37","98.10","2022-01-15 00:30:35"
"4065025","EDNG","-4.80","968.94","1030.24","-5.05","1894.88","98.09","2022-01-15 00:31:36"
"4065026","EDNG","-4.85","968.94","1030.24","-5.11","1895.91","98.07","2022-01-15 00:32:37"
"4065027","EDNG","-4.90","968.94","1030.24","-5.16","1896.41","98.06","2022-01-15 00:33:39"
"4065028","EDNG","-4.94","969.01","1030.31","-5.20","1896.37","98.06","2022-01-15 00:34:40"
"4065029","EDNG","-4.96","968.91","1030.21","-5.22","1896.89","98.05","2022-01-15 00:35:41"
"4065030","EDNG","-4.96","968.95","1030.25","-5.22","1897.43","98.04","2022-01-15 00:36:42"
"4065031","EDNG","-4.96","968.97","1030.27","-5.22","1897.43","98.04","2022-01-15 00:37:43"
"4065032","EDNG","-4.95","968.92","1030.22","-5.21","1897.98","98.03","2022-01-15 00:38:44"
"4065033","EDNG","-4.94","968.93","1030.23","-5.20","1897.98","98.03","2022-01-15 00:39:45"
"4065034","EDNG","-4.92","968.90","1030.19","-5.18","1898.00","98.03","2022-01-15 00:40:46"
"4065035","EDNG","-4.90","968.88","1030.17","-5.16","1897.48","98.04","2022-01-15 00:41:47"
"4065036","EDNG","-4.87","968.82","1030.11","-5.13","1896.97","98.05","2022-01-15 00:42:48"
"4065037","EDNG","-4.80","968.79","1030.08","-5.06","1895.95","98.07","2022-01-15 00:43:50"
"4065038","EDNG","-4.72","968.78","1030.07","-4.98","1895.48","98.08","2022-01-15 00:44:51"
"4065039","EDNG","-4.64","968.77","1030.06","-4.89","1894.47","98.10","2022-01-15 00:45:52"
"4065040","EDNG","-4.57","968.73","1030.02","-4.82","1893.99","98.11","2022-01-15 00:46:53"
"4065041","EDNG","-4.52","968.82","1030.11","-4.77","1892.96","98.13","2022-01-15 00:47:54"
"4065042","EDNG","-4.48","968.78","1030.07","-4.73","1891.91","98.15","2022-01-15 00:48:55"
"4065043","EDNG","-4.45","968.73","1030.02","-4.70","1891.40","98.16","2022-01-15 00:49:57"
"4065044","EDNG","-4.42","968.70","1029.98","-4.66","1890.34","98.18","2022-01-15 00:50:58"
"4065045","EDNG","-4.39","968.67","1029.95","-4.63","1889.29","98.20","2022-01-15 00:51:59"
"4065046","EDNG","-4.36","968.65","1029.93","-4.60","1888.77","98.21","2022-01-15 00:53:00"
"4065047","EDNG","-4.34","968.65","1029.93","-4.58","1888.25","98.22","2022-01-15 00:54:01"
"4065048","EDNG","-4.33","968.65","1029.93","-4.57","1887.72","98.23","2022-01-15 00:55:02"
"4065049","EDNG","-4.33","968.66","1029.94","-4.57","1887.18","98.24","2022-01-15 00:56:03"
"4065050","EDNG","-4.34","968.71","1030.00","-4.58","1887.17","98.24","2022-01-15 00:57:05"
"4065051","EDNG","-4.37","968.74","1030.03","-4.61","1887.15","98.24","2022-01-15 00:58:06"
"4065052","EDNG","-4.41","968.70","1029.98","-4.65","1887.12","98.24","2022-01-15 00:59:07"
"4065053","EDNG","-4.45","968.70","1029.98","-4.69","1887.62","98.23","2022-01-15 01:00:08"
"4065054","EDNG","-4.49","968.70","1029.98","-4.73","1888.13","98.22","2022-01-15 01:01:10"
"4065055","EDNG","-4.53","968.70","1029.98","-4.77","1888.64","98.21","2022-01-15 01:02:11"
"4065056","EDNG","-4.56","968.66","1029.94","-4.80","1888.61","98.21","2022-01-15 01:03:12"
"4065057","EDNG","-4.57","968.66","1029.94","-4.81","1888.61","98.21","2022-01-15 01:04:13"
"4065058","EDNG","-4.57","968.66","1029.94","-4.81","1888.07","98.22","2022-01-15 01:05:15"
"4065059","EDNG","-4.55","968.66","1029.94","-4.79","1888.08","98.22","2022-01-15 01:06:16"
"4065060","EDNG","-4.53","968.65","1029.93","-4.77","1887.56","98.23","2022-01-15 01:07:17"
"4065061","EDNG","-4.49","968.65","1029.93","-4.73","1887.05","98.24","2022-01-15 01:08:18"
"4065062","EDNG","-4.46","968.63","1029.91","-4.69","1886.54","98.25","2022-01-15 01:09:20"
"4065063","EDNG","-4.41","968.63","1029.91","-4.64","1886.04","98.26","2022-01-15 01:10:21"
"4065064","EDNG","-4.38","968.59","1029.87","-4.61","1885.52","98.27","2022-01-15 01:11:22"
"4065065","EDNG","-4.35","968.61","1029.89","-4.58","1885.01","98.28","2022-01-15 01:12:23"
"4065066","EDNG","-4.34","968.63","1029.91","-4.57","1885.01","98.28","2022-01-15 01:13:25"
"4065067","EDNG","-4.34","968.66","1029.94","-4.57","1885.01","98.28","2022-01-15 01:14:26"
"4065068","EDNG","-4.35","968.60","1029.88","-4.58","1885.55","98.27","2022-01-15 01:15:28"
"4065069","EDNG","-4.36","968.64","1029.92","-4.59","1885.00","98.28","2022-01-15 01:16:29"
"4065070","EDNG","-4.37","968.60","1029.88","-4.60","1885.53","98.27","2022-01-15 01:17:30"
"4065071","EDNG","-4.38","968.60","1029.88","-4.61","1885.52","98.27","2022-01-15 01:18:31"
"4065072","EDNG","-4.38","968.61","1029.89","-4.61","1886.06","98.26","2022-01-15 01:19:32"
"4065073","EDNG","-4.37","968.60","1029.88","-4.60","1886.07","98.26","2022-01-15 01:20:33"
"4065074","EDNG","-4.36","968.55","1029.83","-4.59","1886.08","98.26","2022-01-15 01:21:34"
"4065075","EDNG","-4.35","968.59","1029.87","-4.58","1886.09","98.26","2022-01-15 01:22:36"
"4065076","EDNG","-4.33","968.59","1029.87","-4.56","1886.10","98.26","2022-01-15 01:23:37"
"4065077","EDNG","-4.31","968.59","1029.87","-4.54","1886.12","98.26","2022-01-15 01:24:38"
"4065078","EDNG","-4.28","968.55","1029.83","-4.51","1885.60","98.27","2022-01-15 01:25:39"
"4065079","EDNG","-4.26","968.55","1029.83","-4.49","1885.61","98.27","2022-01-15 01:26:40"
"4065080","EDNG","-4.24","968.55","1029.83","-4.47","1885.63","98.27","2022-01-15 01:27:41"
"4065081","EDNG","-4.23","968.59","1029.87","-4.46","1886.18","98.26","2022-01-15 01:28:42"
"4065082","EDNG","-4.22","968.53","1029.81","-4.45","1886.19","98.26","2022-01-15 01:29:44"
"4065083","EDNG","-4.21","968.57","1029.85","-4.44","1886.19","98.26","2022-01-15 01:30:45"
"4065084","EDNG","-4.18","968.57","1029.85","-4.41","1885.68","98.27","2022-01-15 01:31:46"
"4065085","EDNG","-4.14","968.59","1029.87","-4.37","1886.25","98.26","2022-01-15 01:32:47"
"4065086","EDNG","-4.11","968.56","1029.84","-4.34","1886.27","98.26","2022-01-15 01:33:48"
"4065087","EDNG","-4.09","968.55","1029.83","-4.32","1886.29","98.26","2022-01-15 01:34:50"
"4065088","EDNG","-4.08","968.57","1029.85","-4.31","1886.29","98.26","2022-01-15 01:35:51"
"4065089","EDNG","-4.10","968.61","1029.89","-4.33","1886.82","98.25","2022-01-15 01:36:52"
"4065090","EDNG","-4.13","968.60","1029.88","-4.37","1887.34","98.24","2022-01-15 01:37:53"
"4065091","EDNG","-4.18","968.64","1029.92","-4.42","1888.38","98.22","2022-01-15 01:38:55"
"4065092","EDNG","-4.24","968.63","1029.91","-4.48","1889.41","98.20","2022-01-15 01:39:56"
"4065093","EDNG","-4.29","968.58","1029.86","-4.53","1890.45","98.18","2022-01-15 01:40:57"
"4065094","EDNG","-4.33","968.58","1029.86","-4.58","1891.50","98.16","2022-01-15 01:41:58"
"4065095","EDNG","-4.37","968.59","1029.87","-4.62","1892.54","98.14","2022-01-15 01:42:59"
"4065096","EDNG","-4.43","968.58","1029.86","-4.68","1893.57","98.12","2022-01-15 01:44:01"
"4065097","EDNG","-4.50","968.57","1029.85","-4.76","1895.13","98.09","2022-01-15 01:45:02"
"4065098","EDNG","-4.58","968.63","1029.91","-4.84","1896.68","98.06","2022-01-15 01:46:04"
"4065099","EDNG","-4.66","968.58","1029.86","-4.92","1897.69","98.04","2022-01-15 01:47:05"
"4065100","EDNG","-4.73","968.55","1029.83","-4.99","1898.71","98.02","2022-01-15 01:48:06"
"4065101","EDNG","-4.80","968.58","1029.86","-5.07","1899.72","98.00","2022-01-15 01:49:07"
"4065102","EDNG","-4.86","968.56","1029.84","-5.13","1900.74","97.98","2022-01-15 01:50:08"
"4065103","EDNG","-4.91","968.56","1029.84","-5.18","1901.78","97.96","2022-01-15 01:51:10"
"4065104","EDNG","-4.96","968.60","1029.88","-5.24","1903.34","97.93","2022-01-15 01:52:12"
"4065105","EDNG","-5.01","968.60","1029.88","-5.29","1904.37","97.91","2022-01-15 01:53:13"
"4065106","EDNG","-5.04","968.60","1029.88","-5.32","1905.96","97.88","2022-01-15 01:54:14"
"4065107","EDNG","-5.08","968.56","1029.84","-5.37","1907.00","97.86","2022-01-15 01:55:16"
"4065108","EDNG","-5.09","968.56","1029.84","-5.37","1906.99","97.86","2022-01-15 01:56:17"
"4065109","EDNG","-5.09","968.47","1029.74","-5.38","1907.53","97.85","2022-01-15 01:57:18"
"4065110","EDNG","-5.08","968.50","1029.77","-5.37","1907.00","97.86","2022-01-15 01:58:19"
"4065111","EDNG","-5.08","968.46","1029.73","-5.37","1907.00","97.86","2022-01-15 01:59:20"
"4065112","EDNG","-5.09","968.51","1029.78","-5.38","1907.53","97.85","2022-01-15 02:00:22"
"4065113","EDNG","-5.10","968.54","1029.82","-5.39","1908.06","97.84","2022-01-15 02:01:23"
"4065114","EDNG","-5.13","968.50","1029.77","-5.42","1908.56","97.83","2022-01-15 02:02:24"
"4065115","EDNG","-5.16","968.54","1029.82","-5.45","1909.61","97.81","2022-01-15 02:03:25"
"4065116","EDNG","-5.20","968.54","1029.82","-5.49","1910.11","97.80","2022-01-15 02:04:26"
"4065117","EDNG","-5.25","968.54","1029.82","-5.55","1911.67","97.77","2022-01-15 02:05:27"
"4065118","EDNG","-5.31","968.52","1029.80","-5.61","1913.23","97.74","2022-01-15 02:06:29"
"4065119","EDNG","-5.36","968.48","1029.75","-5.66","1914.25","97.72","2022-01-15 02:07:30"
"4065120","EDNG","-5.42","968.48","1029.75","-5.73","1915.26","97.70","2022-01-15 02:08:31"
"4065121","EDNG","-5.48","968.55","1029.83","-5.79","1916.28","97.68","2022-01-15 02:09:32"
"4065122","EDNG","-5.53","968.52","1029.80","-5.84","1917.30","97.66","2022-01-15 02:10:33"
"4065123","EDNG","-5.56","968.56","1029.84","-5.87","1918.34","97.64","2022-01-15 02:11:34"
"4065124","EDNG","-5.57","968.53","1029.81","-5.88","1918.33","97.64","2022-01-15 02:12:36"
"4065125","EDNG","-5.55","968.51","1029.78","-5.86","1918.35","97.64","2022-01-15 02:13:37"
"4065126","EDNG","-5.52","968.55","1029.83","-5.83","1918.38","97.64","2022-01-15 02:14:38"
"4065127","EDNG","-5.48","968.58","1029.86","-5.79","1917.89","97.65","2022-01-15 02:15:40"
"4065128","EDNG","-5.43","968.53","1029.81","-5.74","1917.40","97.66","2022-01-15 02:16:41"
"4065129","EDNG","-5.38","968.53","1029.81","-5.69","1916.92","97.67","2022-01-15 02:17:42"
"4065130","EDNG","-5.34","968.51","1029.78","-5.65","1915.88","97.69","2022-01-15 02:18:43"
"4065131","EDNG","-5.30","968.51","1029.78","-5.61","1915.39","97.70","2022-01-15 02:19:44"
"4065132","EDNG","-5.28","968.48","1029.75","-5.58","1914.87","97.71","2022-01-15 02:20:45"
"4065133","EDNG","-5.27","968.45","1029.72","-5.57","1914.88","97.71","2022-01-15 02:21:47"
"4065134","EDNG","-5.28","968.47","1029.74","-5.58","1914.87","97.71","2022-01-15 02:22:49"
"4065135","EDNG","-5.31","968.42","1029.69","-5.62","1915.38","97.70","2022-01-15 02:23:50"
"4065136","EDNG","-5.36","968.42","1029.69","-5.67","1916.40","97.68","2022-01-15 02:24:51"
"4065137","EDNG","-5.42","968.38","1029.65","-5.73","1916.88","97.67","2022-01-15 02:25:52"
"4065138","EDNG","-5.48","968.42","1029.69","-5.79","1918.43","97.64","2022-01-15 02:26:54"
"4065139","EDNG","-5.54","968.42","1029.69","-5.86","1919.44","97.62","2022-01-15 02:27:55"
"4065140","EDNG","-5.58","968.42","1029.69","-5.90","1920.47","97.60","2022-01-15 02:28:56"
"4065141","EDNG","-5.62","968.41","1029.68","-5.94","1922.04","97.57","2022-01-15 02:29:57"
"4065142","EDNG","-5.66","968.41","1029.68","-5.99","1923.60","97.54","2022-01-15 02:30:58"
"4065143","EDNG","-5.69","968.36","1029.63","-6.02","1924.65","97.52","2022-01-15 02:32:00"
"4065144","EDNG","-5.72","968.36","1029.63","-6.05","1925.69","97.50","2022-01-15 02:33:01"
"4065145","EDNG","-5.75","968.36","1029.63","-6.09","1927.26","97.47","2022-01-15 02:34:02"
"4065146","EDNG","-5.78","968.35","1029.62","-6.12","1927.77","97.46","2022-01-15 02:35:04"
"4065147","EDNG","-5.81","968.43","1029.70","-6.15","1928.81","97.44","2022-01-15 02:36:05"
"4065148","EDNG","-5.83","968.40","1029.67","-6.17","1929.86","97.42","2022-01-15 02:37:06"
"4065149","EDNG","-5.84","968.31","1029.57","-6.18","1929.84","97.42","2022-01-15 02:38:07"
"4065150","EDNG","-5.83","968.31","1029.57","-6.17","1930.39","97.41","2022-01-15 02:39:08"
"4065151","EDNG","-5.81","968.26","1029.52","-6.15","1930.42","97.41","2022-01-15 02:40:10"
"4065152","EDNG","-5.78","968.33","1029.60","-6.12","1929.91","97.42","2022-01-15 02:41:11"
"4065153","EDNG","-5.75","968.37","1029.64","-6.09","1929.41","97.43","2022-01-15 02:42:12"
"4065154","EDNG","-5.72","968.34","1029.61","-6.06","1928.37","97.45","2022-01-15 02:43:13"
"4065155","EDNG","-5.67","968.35","1029.62","-6.01","1927.35","97.47","2022-01-15 02:44:15"
"4065156","EDNG","-5.62","968.29","1029.55","-5.95","1926.33","97.49","2022-01-15 02:45:16"
"4065157","EDNG","-5.56","968.30","1029.56","-5.89","1924.79","97.52","2022-01-15 02:46:18"
"4065158","EDNG","-5.51","968.26","1029.52","-5.84","1923.23","97.55","2022-01-15 02:47:19"
"4065159","EDNG","-5.45","968.27","1029.53","-5.77","1922.22","97.57","2022-01-15 02:48:20"
"4065160","EDNG","-5.41","968.27","1029.53","-5.73","1921.19","97.59","2022-01-15 02:49:22"
"4065161","EDNG","-5.38","968.24","1029.50","-5.70","1920.14","97.61","2022-01-15 02:50:23"
"4065162","EDNG","-5.35","968.27","1029.53","-5.67","1919.64","97.62","2022-01-15 02:51:24"
"4065163","EDNG","-5.34","968.30","1029.56","-5.66","1919.11","97.63","2022-01-15 02:52:25"
"4065164","EDNG","-5.34","968.28","1029.54","-5.66","1919.11","97.63","2022-01-15 02:53:27"
"4065165","EDNG","-5.36","968.32","1029.59","-5.68","1919.09","97.63","2022-01-15 02:54:28"
"4065166","EDNG","-5.40","968.23","1029.49","-5.72","1919.58","97.62","2022-01-15 02:55:29"
"4065167","EDNG","-5.44","968.23","1029.49","-5.76","1920.08","97.61","2022-01-15 02:56:31"
"4065168","EDNG","-5.49","968.23","1029.49","-5.81","1921.10","97.59","2022-01-15 02:57:32"
"4065169","EDNG","-5.55","968.23","1029.49","-5.87","1922.65","97.56","2022-01-15 02:58:33"
"4065170","EDNG","-5.60","968.26","1029.52","-5.93","1924.21","97.53","2022-01-15 02:59:34"
"4065171","EDNG","-5.66","968.26","1029.52","-5.99","1925.75","97.50","2022-01-15 03:00:36"
"4065172","EDNG","-5.71","968.21","1029.47","-6.04","1926.77","97.48","2022-01-15 03:01:37"
"4065173","EDNG","-5.74","968.18","1029.44","-6.08","1927.81","97.46","2022-01-15 03:02:38"
"4065174","EDNG","-5.77","968.10","1029.35","-6.11","1928.31","97.45","2022-01-15 03:03:40"
"4065175","EDNG","-5.78","968.04","1029.29","-6.12","1928.84","97.44","2022-01-15 03:04:41"
"4065176","EDNG","-5.78","968.07","1029.32","-6.12","1928.30","97.45","2022-01-15 03:05:42"
"4065177","EDNG","-5.78","968.11","1029.36","-6.12","1928.84","97.44","2022-01-15 03:06:43"
"4065178","EDNG","-5.79","968.10","1029.35","-6.13","1928.83","97.44","2022-01-15 03:07:45"
"4065179","EDNG","-5.80","968.13","1029.39","-6.14","1929.35","97.43","2022-01-15 03:08:46"
"4065180","EDNG","-5.81","968.13","1029.39","-6.15","1929.88","97.42","2022-01-15 03:09:47"
"4065181","EDNG","-5.84","968.07","1029.32","-6.18","1930.92","97.40","2022-01-15 03:10:48"
"4065182","EDNG","-5.86","968.12","1029.37","-6.21","1931.43","97.39","2022-01-15 03:11:50"
"4065183","EDNG","-5.89","968.11","1029.36","-6.24","1932.47","97.37","2022-01-15 03:12:51"
"4065184","EDNG","-5.90","968.11","1029.36","-6.25","1933.00","97.36","2022-01-15 03:13:52"
"4065185","EDNG","-5.90","968.15","1029.41","-6.25","1932.46","97.37","2022-01-15 03:14:53"
"4065186","EDNG","-5.85","968.11","1029.36","-6.20","1931.44","97.39","2022-01-15 03:15:54"
"4065187","EDNG","-5.79","968.11","1029.36","-6.13","1930.44","97.41","2022-01-15 03:16:56"
"4065188","EDNG","-5.71","968.09","1029.34","-6.05","1928.92","97.44","2022-01-15 03:17:57"
"4065189","EDNG","-5.63","968.01","1029.26","-5.97","1927.40","97.47","2022-01-15 03:18:58"
"4065190","EDNG","-5.55","967.96","1029.21","-5.88","1924.80","97.52","2022-01-15 03:19:59"
"4065191","EDNG","-5.46","967.91","1029.15","-5.79","1923.82","97.54","2022-01-15 03:21:00"
"4065192","EDNG","-5.38","967.92","1029.16","-5.70","1922.83","97.56","2022-01-15 03:22:02"
"4065193","EDNG","-5.32","967.93","1029.18","-5.64","1921.28","97.59","2022-01-15 03:23:03"
"4065194","EDNG","-5.27","967.97","1029.22","-5.59","1920.26","97.61","2022-01-15 03:24:05"
"4065195","EDNG","-5.24","967.93","1029.18","-5.56","1919.75","97.62","2022-01-15 03:25:06"
"4065196","EDNG","-5.23","967.93","1029.18","-5.55","1919.76","97.62","2022-01-15 03:26:07"
"4065197","EDNG","-5.23","967.90","1029.14","-5.55","1919.23","97.63","2022-01-15 03:27:08"
"4065198","EDNG","-5.24","967.92","1029.16","-5.56","1919.22","97.63","2022-01-15 03:28:10"
"4065199","EDNG","-5.27","967.92","1029.16","-5.59","1919.18","97.63","2022-01-15 03:29:11"
"4065200","EDNG","-5.31","967.97","1029.22","-5.63","1919.68","97.62","2022-01-15 03:30:12"
"4065201","EDNG","-5.34","967.93","1029.18","-5.66","1920.19","97.61","2022-01-15 03:31:13"
"4065202","EDNG","-5.38","967.90","1029.14","-5.70","1921.22","97.59","2022-01-15 03:32:15"
"4065203","EDNG","-5.41","967.84","1029.08","-5.73","1922.26","97.57","2022-01-15 03:33:16"
"4065204","EDNG","-5.44","967.84","1029.08","-5.77","1923.31","97.55","2022-01-15 03:34:17"
"4065205","EDNG","-5.48","967.88","1029.12","-5.81","1923.80","97.54","2022-01-15 03:35:19"
"4065206","EDNG","-5.51","967.88","1029.12","-5.84","1924.31","97.53","2022-01-15 03:36:20"
"4065207","EDNG","-5.53","967.91","1029.15","-5.86","1924.82","97.52","2022-01-15 03:37:21"
"4065208","EDNG","-5.55","967.91","1029.15","-5.88","1924.80","97.52","2022-01-15 03:38:23"
"4065209","EDNG","-5.55","967.90","1029.14","-5.88","1924.80","97.52","2022-01-15 03:39:24"
"4065210","EDNG","-5.53","967.88","1029.12","-5.86","1924.28","97.53","2022-01-15 03:40:25"
"4065211","EDNG","-5.50","967.81","1029.05","-5.83","1923.78","97.54","2022-01-15 03:41:26"
"4065212","EDNG","-5.45","967.81","1029.05","-5.77","1922.76","97.56","2022-01-15 03:42:28"
"4065213","EDNG","-5.41","967.80","1029.04","-5.73","1921.72","97.58","2022-01-15 03:43:29"
"4065214","EDNG","-5.37","967.80","1029.04","-5.69","1920.69","97.60","2022-01-15 03:44:31"
"4065215","EDNG","-5.35","967.82","1029.06","-5.67","1920.18","97.61","2022-01-15 03:45:32"
"4065216","EDNG","-5.34","967.86","1029.10","-5.66","1920.19","97.61","2022-01-15 03:46:33"
"4065217","EDNG","-5.35","967.81","1029.05","-5.67","1919.64","97.62","2022-01-15 03:47:35"
"4065218","EDNG","-5.36","967.77","1029.01","-5.68","1920.16","97.61","2022-01-15 03:48:36"
"4065219","EDNG","-5.40","967.78","1029.02","-5.72","1920.66","97.60","2022-01-15 03:49:37"
"4065220","EDNG","-5.45","967.78","1029.02","-5.77","1921.14","97.59","2022-01-15 03:50:38"
"4065221","EDNG","-5.51","967.79","1029.03","-5.83","1922.69","97.56","2022-01-15 03:51:40"
"4065222","EDNG","-5.56","967.81","1029.05","-5.89","1923.71","97.54","2022-01-15 03:52:41"
"4065223","EDNG","-5.61","967.83","1029.07","-5.94","1924.73","97.52","2022-01-15 03:53:42"
"4065224","EDNG","-5.66","967.80","1029.04","-5.99","1926.29","97.49","2022-01-15 03:54:44"
"4065225","EDNG","-5.70","967.79","1029.03","-6.04","1927.32","97.47","2022-01-15 03:55:45"
"4065226","EDNG","-5.74","967.78","1029.02","-6.08","1928.35","97.45","2022-01-15 03:56:46"
"4065227","EDNG","-5.77","967.73","1028.97","-6.11","1929.39","97.43","2022-01-15 03:57:47"
"4065228","EDNG","-5.79","967.72","1028.95","-6.13","1930.44","97.41","2022-01-15 03:58:49"
"4065229","EDNG","-5.80","967.74","1028.98","-6.14","1930.96","97.40","2022-01-15 03:59:50"
"4065230","EDNG","-5.80","967.74","1028.98","-6.15","1931.50","97.39","2022-01-15 04:00:51"
"4065231","EDNG","-5.80","967.69","1028.92","-6.14","1930.96","97.40","2022-01-15 04:01:53"
"4065232","EDNG","-5.78","967.69","1028.92","-6.12","1930.99","97.40","2022-01-15 04:02:54"
"4065233","EDNG","-5.75","967.68","1028.91","-6.09","1930.48","97.41","2022-01-15 04:03:56"
"4065234","EDNG","-5.71","967.62","1028.85","-6.05","1929.46","97.43","2022-01-15 04:04:57"
"4065235","EDNG","-5.68","967.67","1028.90","-6.02","1928.95","97.44","2022-01-15 04:05:58"
"4065236","EDNG","-5.66","967.67","1028.90","-6.00","1928.44","97.45","2022-01-15 04:07:00"
"4065237","EDNG","-5.64","967.67","1028.90","-5.98","1928.46","97.45","2022-01-15 04:08:01"
"4065238","EDNG","-5.63","967.72","1028.95","-5.97","1928.47","97.45","2022-01-15 04:09:02"
"4065239","EDNG","-5.64","967.66","1028.89","-5.98","1928.46","97.45","2022-01-15 04:10:03"
"4065240","EDNG","-5.65","967.66","1028.89","-5.99","1929.52","97.43","2022-01-15 04:11:05"
"4065241","EDNG","-5.67","967.66","1028.89","-6.01","1930.04","97.42","2022-01-15 04:12:06"
"4065242","EDNG","-5.69","967.71","1028.94","-6.04","1931.09","97.40","2022-01-15 04:13:07"
"4065243","EDNG","-5.71","967.69","1028.92","-6.06","1931.60","97.39","2022-01-15 04:14:09"
"4065244","EDNG","-5.71","967.58","1028.81","-6.06","1932.14","97.38","2022-01-15 04:15:10"
"4065245","EDNG","-5.70","967.58","1028.81","-6.05","1931.62","97.39","2022-01-15 04:16:11"
"4065246","EDNG","-5.68","967.58","1028.81","-6.03","1931.64","97.39","2022-01-15 04:17:13"
"4065247","EDNG","-5.65","967.54","1028.77","-6.00","1931.14","97.40","2022-01-15 04:18:14"
"4065248","EDNG","-5.61","967.58","1028.81","-5.95","1930.11","97.42","2022-01-15 04:19:15"
"4065249","EDNG","-5.58","967.55","1028.78","-5.92","1929.60","97.43","2022-01-15 04:20:16"
"4065250","EDNG","-5.55","967.53","1028.75","-5.89","1928.56","97.45","2022-01-15 04:21:18"
"4065251","EDNG","-5.54","967.50","1028.72","-5.88","1928.04","97.46","2022-01-15 04:22:19"
"4065252","EDNG","-5.54","967.52","1028.74","-5.88","1928.04","97.46","2022-01-15 04:23:21"
"4065253","EDNG","-5.56","967.48","1028.70","-5.90","1928.55","97.45","2022-01-15 04:24:22"
"4065254","EDNG","-5.59","967.49","1028.71","-5.93","1929.59","97.43","2022-01-15 04:25:24"
"4065255","EDNG","-5.64","967.51","1028.73","-5.98","1930.07","97.42","2022-01-15 04:26:25"
"4065256","EDNG","-5.69","967.53","1028.75","-6.04","1931.63","97.39","2022-01-15 04:27:26"
"4065257","EDNG","-5.75","967.53","1028.75","-6.10","1932.63","97.37","2022-01-15 04:28:27"
"4065258","EDNG","-5.81","967.49","1028.71","-6.16","1934.17","97.34","2022-01-15 04:29:29"
"4065259","EDNG","-5.88","967.48","1028.70","-6.24","1935.70","97.31","2022-01-15 04:30:30"
"4065260","EDNG","-5.94","967.47","1028.69","-6.30","1937.24","97.28","2022-01-15 04:31:31"
"4065261","EDNG","-6.00","967.49","1028.71","-6.36","1938.78","97.25","2022-01-15 04:32:33"
"4065262","EDNG","-6.05","967.46","1028.68","-6.42","1940.33","97.22","2022-01-15 04:33:34"
